"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1980-08-24 8 4 24 1980 105885.269166 982052.636280144 880100 137330.11302319 599781.825624044
1980-08-31 8 5 31 1980 108037.54173 540497.25 737031.911411428 75465.8117388002 456842.548390442
1980-09-07 9 6 7 1980 113700.7414967 1530888.92742366 825225.694661028 130211.1885765 257599.129820064
1980-09-14 9 7 14 1980 126318.41627149 908796.699294383 125046.341983237 231979.3324181 421569.492114004
1980-09-21 9 8 21 1980 353471.4567988 768377.748338066 86129.1533347899 353471.4567988 353827.625826141
1980-09-28 9 9 28 1980 215973.6566656 732487.792781779 75086.0900867004 215973.6566656 366406.715980567
1980-10-05 10 10 5 1980 176219.766224 972684.343255323 70599.6525013596 176219.766224 605508.065673055
1980-10-12 10 11 12 1980 172224.080165998 1085138.27308428 54420.7922116024 172224.080165998 363091.533939267
1980-10-19 10 12 19 1980 222383.407047436 1261508.04716386 47462.9037432019 222383.407047436 296689.977933019
1980-10-26 10 13 26 1980 262812.313750735 1646534.87206494 57287.9453292508 262812.313750735 314297.233485713
1980-11-02 11 14 2 1980 196983.775505082 1898346.84608711 35373.6642604833 196983.775505082 340985.480778308
1980-11-09 11 15 9 1980 157248.8752 1994413.98526841 10865.7440535575 157248.8752 218294.826264131
1980-11-16 11 16 16 1980 205745.511908595 3968799.17692364 0 211457.2408 509688.614812471
1980-11-23 11 17 23 1980 198548.808691406 5660208.14794277 0 192837.0798 395483.591164131
1980-11-30 11 18 30 1980 201193.184799999 2216692.26797834 0 201193.184799999 427364.742264131
1980-12-07 12 19 7 1980 229929.3269 3142862.75856529 0 229929.3269 449345.452650965
1980-12-14 12 20 14 1980 234603.6485 3199580.12149124 0 234603.6485 457704.168947735
1980-12-21 12 21 21 1980 177584.0651 2134645.04846483 0 177584.0651 359357.573050965
1980-12-28 12 22 28 1980 239370.3838 2156892.47601921 0 239370.383800001 551099.059775089
1981-01-04 1 23 4 1981 127960.9877 2961353.86169897 0 314960.9877 1595842.92725521
1981-01-11 1 24 11 1981 332044.091220014 2862990.03915733 0 230460.5943 1255138.49412073
1981-01-18 1 25 18 1981 301451.960379985 2072033.70494949 0 216035.4573 862854.353861766
1981-01-25 1 26 25 1981 226733.2707 2165904.29351896 0 226733.2707 806594.908211332
1981-02-01 2 27 1 1981 311790.949 1914809.98780142 0 298790.949 983860.552359879
1981-02-08 2 28 8 1981 334830.8877 1396026.50204723 0 297330.8877 884201.978737199
1981-02-15 2 29 15 1981 318569.9172 1447767.58671378 62225.4760341849 281069.9172 876164.554690947
1981-02-22 2 30 22 1981 496041.2573 1104180.90482329 791300 458541.2573 1259334.39771478
1981-03-01 3 31 1 1981 447111.50174225 583973.413925 791300 409611.50174225 1890272.0587504
1981-03-08 3 32 8 1981 316947.552965801 308922.7329 791300 291947.552965801 1180747.3664304
1981-03-15 3 33 15 1981 326363.3372536 317709.1848 791300 301363.3372536 923124.417514197
1981-03-22 3 34 22 1981 384764.3302866 345482.4378375 791300 359764.3302866 1121674.19668464
1981-03-29 3 35 29 1981 461987.7454248 313520.3999375 791300 436987.7454248 1028600.44413758
1981-04-05 4 36 5 1981 436725.894716 259704.089175 791300 411725.894716 794238.460178291
1981-04-12 4 37 12 1981 342579.70949 220135.838975 791300 317579.70949 720887.134255741
1981-04-19 4 38 19 1981 301274.79156043 246454.2104625 791300 276274.79156043 553262.552100551
1981-04-26 4 39 26 1981 708357.2228993 484541.315065625 791300 683357.2228993 1066568.30659059
1981-05-03 5 40 3 1981 422216.317012 123983.25 791300 542216.317012 2152417.52536816
1981-05-10 5 41 10 1981 446031.349887934 123983.25 791300 566031.349887934 2351710.61391612
1981-05-17 5 42 17 1981 232581.356449429 123983.25 462190.477142869 352581.356449429 1336946.47714287
1981-05-24 5 43 24 1981 372555.37005 610975.699116869 620073.403402606 492555.370050001 1823938.92625974
1981-05-31 5 44 31 1981 411602.48196 998621.392006178 916034.079519616 531602.48196 3132833.99592362
1981-06-07 6 45 7 1981 614684.304845984 815018.411463429 1055509.71371962 614684.304845984 2767262.17967994
1981-06-14 6 46 14 1981 620125.663915677 767860.11136343 1194335.90101962 620125.663915677 2628988.58174916
1981-06-21 6 47 21 1981 492533.2561819 600473.219963429 1682796.19872786 492533.2561819 2272784.75791263
1981-06-28 6 48 28 1981 83184.2070099995 736655.478898613 2152400 83184.2070099996 2668842.43269445
1981-07-05 7 49 5 1981 69041.2020169 121483.25 2152400 2396.42939999999 1659710.10169497
1981-07-12 7 50 12 1981 74158.0352161 147345.75 2152400 44216.7631 1465850.18553881
1981-07-19 7 51 19 1981 97915.817643 1730934.96110088 2152400 -31036.1923 1116171.74099471
1981-07-26 7 52 26 1981 112849.877403 871667.007177599 1361100 -57280.5828 837836.358993493
1981-08-02 8 1 2 1981 119500.5667961 447119.474240636 1361100 -50540.2972 909995.226968369
1981-08-09 8 2 9 1981 122186.85309502 2023710.72806117 1361100 -14308.1247 1907913.09577767
1981-08-16 8 3 16 1981 128705.0522045 1399183.3244493 1261100 -28480.84824 1399183.3244493
1981-08-23 8 4 23 1981 81700.5551153801 1232755.38372639 1261100 -35909.18777 1232755.38372638
