"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
2007-08-19 8 3 19 2007 0 388583.402048482 147376.489023346 -25607.68316 476936.979313548
2007-08-26 8 4 26 2007 0 384487.729433092 68535.8281343216 -37665.72271 236874.632299316
2007-08-02 8 5 2 2007 0 570080.165296655 44001.1050087148 -1671.91939 184629.553027028
2007-09-09 9 6 9 2007 0 866441.572641502 15346.5524567515 3086.16448 91603.91423844
2007-09-16 9 7 16 2007 0 1266798.48504555 0 23298.81705 107459.54707303
2007-09-23 9 8 23 2007 0 1533970.15536332 0 67004.47139 129294.76671024
2007-09-30 9 9 30 2007 0 1509221.0879333 0 60791.74375 355807.377669877
2007-10-07 10 10 7 2007 0 1840372.50645298 0 79029.886874 260135.1388358
2007-10-14 10 11 14 2007 0 1959690.35914513 0 90527.4490793192 278879.86418754
2007-10-21 10 12 21 2007 0 2303424.52444344 0 141778.580287719 305204.89409125
2007-10-28 10 13 28 2007 0 2096759.63816745 0 150652.78815498 318606.36997754
2007-10-04 10 14 4 2007 18891.9324904656 2184742.81580624 0 147992.461063 315972.811055584
2007-11-11 11 15 11 2007 128849.52301 2553488.1349957 0 156850.9371 387584.550955164
2007-11-18 11 16 18 2007 120659.57105 818985.497037501 0 174954.0808 402771.991755164
2007-11-25 11 17 25 2007 127853.62194 775967.472912503 0 154738.54 373222.234385164
2007-11-02 11 18 2 2007 118495.20721 1014941.29060443 0 157457.8794 399445.639880772
2007-12-09 12 19 9 2007 121031.27369 2954190.05847501 0 156714.0776 762507.105234846
2007-12-16 12 20 16 2007 120505.65371 826853.648012494 0 161371.268499999 426854.692780773
2007-12-23 12 21 23 2007 121761.78625 797349.5106475 0 159943.1691 400644.101370772
2007-12-30 12 22 30 2007 118712.99233 762541.042834415 0 155184.8211 400272.208740772
2008-01-06 1 23 6 2008 109827.23864 2139720.60970208 0 167769.9474 629965.454246354
2008-01-13 1 24 13 2008 113869.55344 2199347.96757608 0 157914.0779 423156.014907595
2008-01-20 1 25 20 2008 118542.01701 2073265.23358271 0 150985.8122 404818.423183887
2008-01-27 1 26 27 2008 111679.40427 2038597.2550781 0 169271.4353 412580.296327053
2008-01-03 1 27 3 2008 115170.51234 2039294.84478617 0 164132.2608 400394.63112245
2008-02-10 2 28 10 2008 113034.51186 2415902.25436931 0 239257.798 806368.487784019
2008-02-17 2 29 17 2008 225377.64745 2283250.15143687 0 235824.409 433702.530059865
2008-02-24 2 30 24 2008 248913.337 2133055.32046591 0 248913.337 466012.279689865
2008-02-02 2 31 2 2008 265679.91482408 2084718.90602962 0 265679.91482408 467245.051841778
2008-03-09 3 32 9 2008 259162.08517986 1311635.93450981 0 259162.08517986 554484.215892778
2008-03-16 3 33 16 2008 277206.4382825 707029.727284997 0 277206.4382825 584859.367618778
2008-03-23 3 34 23 2008 252643.73080317 680466.458557501 0 252643.73080317 541621.401280778
2008-03-30 3 35 30 2008 220705.806929 672110.17659 0 220705.806929 458138.163743778
2008-04-06 4 36 6 2008 232967.46057094 603959.876853581 0 232967.46057094 378349.875378581
2008-04-13 4 37 13 2008 284656.89066476 708696.6792975 0 284656.89066476 591907.548532041
2008-04-20 4 38 20 2008 237268.669312 669784.115430022 0 237268.669312 648157.370031503
2008-04-27 4 39 27 2008 290570.518564 1218775.3145858 0 290570.518564 729772.35030777
2008-05-04 5 40 4 2008 94720.8752449998 1730607.68561099 0 157720.875245 1442658.76761222
2008-05-11 5 41 11 2008 63927.0643089318 2239599.9997 0 134117.931291 2155265.399193
2008-05-18 5 42 18 2008 84582.2106308383 2907797.8052 0 251391.34364877 5393371.32477893
2008-05-25 5 43 25 2008 135112.397579946 3056715.47595614 986534.04510615 135112.397579946 4373275.80016687
2008-05-01 5 44 1 2008 212615.29571 1451332.43027173 1757142.14488246 212615.29571 4291455.0477691
2008-06-08 6 45 8 2008 212526.9068 291419.500460715 2010824.96876674 212526.9068 5012483.05081649
2008-06-15 6 46 15 2008 131164.596991299 978650.623862057 2152400 131164.596991299 3408134.22319107
2008-06-22 6 47 22 2008 87151.78062448 874098.274312241 2152400 -112085.109993201 3497870.95280248
2008-06-29 6 48 29 2008 76415.2935025 2604259.70568078 2152400 -195414.519764 3959901.47569638
2008-07-06 7 49 6 2008 101431.892939 973557.242493837 2152400 -224589.525887 1861738.00802531
2008-07-13 7 50 13 2008 4002.16378981929 906740.185959003 2152400 -175909.7135 778928.656285673
2008-07-20 7 51 20 2008 0 1292513.78593007 836547.418626432 -79079.3301 342191.942539972
2008-07-27 7 52 27 2008 0 602862.093085281 163248.253159601 8028.568 328368.123454982
2008-08-03 8 1 3 2008 0 725129.048394903 135328.342368999 -40120.72274 219464.687709234
2008-08-10 8 2 10 2008 0 1172537.6899696 109546.5287184 -46997.90358 286141.522893184
2008-08-17 8 3 17 2008 0 1171693.16086005 113326.4704368 -40419.67934 978597.12771393
2008-08-24 8 4 24 2008 0 976247.775087141 421937.287054575 -6828.10874 840617.986125864
2008-08-31 8 5 31 2008 0 391192.900914751 232766.622893153 27340.57867 548837.769274854
2008-09-07 9 6 7 2008 0 535470.281534855 63128.7520310814 55773.9277955003 289567.108538519
2008-09-14 9 7 14 2008 0 625240.565613896 18186.4845589278 55203.5341069998 208083.65722345
2008-09-21 9 8 21 2008 8363.46593049978 957529.864336536 13757.4331188193 75462.6018579997 201654.46469365
2008-09-28 9 9 28 2008 122523.9213815 1295947.80571808 0 122523.9213815 224243.29669925
2008-10-05 10 10 5 2008 136097.3521942 1537038.50308047 0 140595.8021425 276506.84392434
2008-10-12 10 11 12 2008 134315.57355 1761651.50294156 0 159071.2002706 281073.15307654
2008-10-19 10 12 19 2008 140132.30186 2037385.70251693 0 143647.37682608 320083.17576354
2008-10-26 10 13 26 2008 139907.97127 2220703.27648175 0 145215.546552449 282408.62264454
2008-10-02 10 14 2 2008 129452.29995 2025952.33282164 0 157335.304234814 376535.121866271
2008-11-09 11 15 9 2008 129762.31657 2401100.7728631 0 160847.632 404953.127164131
2008-11-16 11 16 16 2008 129605.82075 1209905.70752278 0 155644.9865 496872.174822471
2008-11-23 11 17 23 2008 133198.48244 896328.910475004 0 148302.1752 412199.763002471
2008-11-30 11 18 30 2008 132865.45763 926980.300240004 0 144341.1828 386899.570264131
2008-12-07 12 19 7 2008 133211.5734 2979837.335775 0 145086.9681 1148136.94473384
2008-12-14 12 20 14 2008 133211.57338 687757.8391375 0 148206.9686 355331.592310965
2008-12-21 12 21 21 2008 131924.49871 721351.894662501 0 151672.0932 361399.031440965
2008-12-28 12 22 28 2008 129950.15133 1078837.90419 0 160290.2766 378133.579950965
2009-01-04 1 23 4 2009 127625.91957 2594931.63552985 0 167299.864699999 592926.883504113
2009-01-11 1 24 11 2009 121387.10844 2554322.00445814 0 182715.4046 564349.604104114
2009-01-18 1 25 18 2009 126862.67961 2486445.00138032 0 167067.7985 425742.637304114
2009-01-25 1 26 25 2009 128819.37423 2372593.93815315 0 160347.7973 396534.880846354
2009-01-01 1 27 1 2009 133642.58169 2273983.26523638 0 151610.6057 401038.226969865
