"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
37 4 13 2014 37351.2367717641 64198.6356979683 123599.851361306 20245.615473712 137685.900505587 308890.055545571 398357.714398879 337185.983553305 138327.600377195 355323.16873727 519284.031081567 530698.205948732 489045.327536569 487984.60432367 1230524.97940306 1280466.44068973 1296934.96693007 1324208.17127632 1387482.02279249 1373275.08582169 1367169.09904585 90778.5076733746 80586.9065413956 420227.576910598 423789.137861984 443063.973146463 265481.535181421 1258277.50493646 1245082.01644913 1223344.77030002 1212458.15832711 2742592.32451301 2815223.96892901 2873733.41760027 3016601.00289993
38 4 20 2014 37592.2775116362 68967.7538466532 178959.830457675 25060.1714264564 127096.752891026 310559.803063816 511205.065937585 167714.945425739 72456.327211678 210685.198752913 509112.425401044 564979.907705609 751321.80172711 817323.280356862 2054230.55575988 2212594.18580707 2266748.0409456 2320499.99666338 2396601.44147898 2385639.5068429 2377698.30854242 101906.984025568 203576.485475959 610094.612606777 608582.082189235 623892.655725486 206981.109333371 1467983.01610163 1471623.77464309 1450681.27731156 1452736.89640714 3976406.38319664 3906151.7581339 3897096.34388404 3929651.38508889
39 4 27 2014 45236.3708526405 79916.3036655469 212363.37673632 33550.7417707502 127976.24266821 273642.818546264 440259.133642511 241135.188723748 111463.985845497 272558.343856928 478674.335329544 496656.103016596 555464.429034679 579470.750254082 1632944.5332635 1773032.01137476 1848775.3316268 1942555.97562159 2041878.3615753 2090331.36283891 2125870.58304365 121169.178005656 204112.553457273 579774.026126698 580620.365235712 604702.816468758 247789.478935399 1554976.4509159 1555348.21976789 1531053.5254805 1529867.47861387 4091106.76655751 4363368.6256972 4440657.26330205 4663779.50271303
40 5 4 2014 69896.6903290274 121032.703002243 367560.394834298 49297.740216462 201653.133191413 389735.866621387 611225.381932596 327362.766213956 147636.642784821 347740.990120414 533940.648791285 566662.210106032 696486.751671798 743394.186237629 1966429.69642581 2092457.39476987 2248338.79370133 2298377.7968924 2398326.90242016 2383718.99186628 2382706.90449548 115574.501189075 199176.843405901 748199.045830614 749849.520214997 777857.827996737 223414.170102123 1671735.34788624 1685138.68460226 1687561.5335293 1705187.80187212 4213671.88810208 4360826.03730418 4434924.59129676 4551152.03973292
41 5 11 2014 85157.8563630911 156440.130070072 436187.184011011 36003.6396575445 296943.200576485 565182.096607351 877377.860080976 402701.280639969 181013.563727967 502215.79284349 955460.336647538 1035429.81008228 1197023.931412 1242223.89784096 2841877.36428152 2961931.24118615 3364115.9889809 3390807.71462205 3488004.27086147 3448360.69163886 3434079.87963021 462869.77766206 641574.932771396 816508.710716445 809380.582991817 812095.303738988 286996.812893122 2247690.10213677 2258594.87479905 2249572.93110769 2244815.0440561 5622967.91123883 5615004.97068443 5673959.99566335 5636455.18456968
42 5 18 2014 105195.707311213 170148.544970058 599359.787660992 79394.8359655322 302258.621360987 512970.438068163 881333.240825685 436986.473905764 171141.464483034 465541.741237585 681841.888841845 720980.947783811 870798.326573524 927027.659703925 2591489.14086753 2776997.5050624 3222289.07845446 3340474.11774632 3470404.54903742 3514492.18433429 3551613.53575773 151114.32744264 280040.425225782 1218521.12175338 1225197.88419138 1276803.69888095 234890.238962765 2491894.59376698 2498787.965186 2477121.49603255 2478728.66760121 6285632.78459911 6594714.60420785 6751638.93914101 6832298.29116216
43 5 25 2014 226882.732171395 398888.749741263 1039418.19384801 149271.571159863 467628.706705797 665863.2703325 1294130.89590667 743541.839334722 263246.775497119 807229.87711834 1195362.96911702 1247795.84102036 1328251.19231548 1375696.04813045 3711705.10680356 3873999.73962871 4339027.70082405 4399597.63150565 4493039.4183818 4447137.69753592 4426791.23680321 322079.609853228 499364.251589557 783258.625104526 779784.450808344 801884.285786638 263455.670703922 2420025.46901272 2428953.74055487 2403078.25962238 2408354.52529507 6701500.89522183 6718189.75252864 6807511.34353119 6777272.55299842
44 6 1 2014 263083.932359891 446654.74579048 848976.008269968 128375.468478164 536953.505494802 704110.950539647 1243328.76173574 667115.85904141 222365.386818742 792355.941964216 1310628.88629695 1377480.50035591 1504104.05573753 1567925.27539448 3975569.14552519 4254647.70347679 4562570.45242976 4691321.20134688 4806199.88086093 4854211.22167746 4890297.25158192 394279.091084135 665191.918446842 1028996.41000077 1025088.09486543 1061291.44243586 226423.849913706 2780906.20933303 2814993.8166783 2809307.77601719 2817581.25109356 7895697.20457037 8098415.93070713 8195806.72373836 8162428.16521081
45 6 8 2014 198374.681783206 256999.376924557 547445.749856055 84587.469163582 530714.861981042 647048.43286464 1061623.02424244 503769.871283316 224673.330702394 653665.900113452 1093170.19070783 1159774.47964651 1284960.71128041 1268090.26748135 3443520.78235216 3692447.97199765 4018983.08151478 4254013.70118544 4409389.10269802 4450889.11065346 4482026.81714221 417456.494755799 654774.988189243 1035999.22898214 1031741.5303476 1074218.55075245 230032.705925628 2767707.68569492 2762495.14488962 2777605.83542815 2774884.80208342 7210341.44846913 7228707.84014795 7353598.77092396 7469265.2208809
46 6 15 2014 184851.506252548 237217.398774471 454311.385603178 88445.6617773585 559944.25902858 634828.049093345 1047598.10188814 357654.895497243 139116.478053306 467636.8185509 815932.942108621 863570.819291302 956326.241837746 947354.84141796 2847973.74878562 3043326.50701525 3308933.11704893 3484735.22578641 3600959.41527483 3627634.28165988 3647820.92863931 270609.44432731 350877.956265349 607465.912157908 608582.662798865 645962.773924772 154661.621969579 1842343.28591314 1858407.03619228 1895194.99564316 1918807.93082294 5602818.353765 5695474.58081484 5832227.58241897 5978670.19554462
47 6 22 2014 267706.588211787 328393.8323024 535844.757976771 119168.659631252 692124.915184875 781711.130736338 1174237.02814102 613038.590306806 199862.549429653 732284.216697956 916355.64257175 934848.906340627 860957.25069448 827276.273157306 2759114.87156961 2871344.92574991 3125276.33885642 3207319.82427871 3269074.40394196 3257167.12351401 3261129.91119253 235293.145965267 299233.18216226 448036.099428519 448332.291482263 467813.890981165 148448.1549935 1387341.03137359 1383114.93244882 1405989.85707157 1400623.70395366 4647099.7672611 4630714.27307747 4711414.75440625 4776951.00450091
48 6 29 2014 241107.618459933 323121.905542767 489076.644640824 94507.7914184946 584156.078753683 653008.076737009 1018577.61584158 312855.813315869 100138.529654059 420416.668844489 772504.463203214 837156.247827482 975384.146216492 977706.012770682 2903559.71367589 3103010.95005279 3260312.69100534 3374301.47883274 3445945.25785592 3453125.45821459 3462215.15336417 203628.026452975 236745.315351661 412189.740048426 412235.358330563 431556.275747953 95276.4358050191 1084487.28033725 1079378.21383386 1091009.31747377 1093303.14664522 4552245.40413425 4438973.08570723 4489740.51619412 4496465.3367982
49 7 6 2014 480757.817836416 306959.84985901 438409.273913423 143491.275871552 458951.801047689 551889.607990484 958616.318439275 231911.397036534 63064.4842202574 313975.55971837 575049.238137606 627024.787517735 674073.43847156 699151.083233836 2543219.94675083 2734163.74673807 2931415.20448471 2985718.82290651 3031503.9341578 3039302.69424513 3047261.95582953 213458.024312638 309318.354806214 349406.511964414 348596.942849132 352049.956284476 65101.2633899421 868242.755678164 871942.96522118 884486.891754529 886743.480725701 3999632.7326883 4082893.96081316 4191149.98505154 4251091.64821737
50 7 13 2014 392131.040738181 240437.325094883 297303.652360051 98241.9561391472 364196.877021547 424156.918416691 684140.538363369 154118.991433947 43355.5392492463 213653.663160099 411752.105429421 446644.011819851 474704.676402085 498094.14699528 1813225.94475637 1979438.71276293 2099879.39575461 2167714.98279289 2213774.71878596 2238522.40541856 2253458.14566694 159221.808867353 206445.544965673 256355.980666127 257000.670561421 261167.001366399 38154.3021593779 596411.195125061 603866.210031603 616730.793642699 621198.621881832 2985611.21475329 3088716.63489813 3187782.27261203 3261803.64575179
51 7 20 2014 295663.67187852 187290.079356079 216176.678714921 55455.6146907639 285826.480670727 334470.911389406 494423.220407364 125952.121218945 35103.5480989953 180543.73346346 340591.272883958 365931.845997845 374581.024913513 388264.906576146 1300262.59147372 1414536.62237123 1489343.67013464 1539792.40447441 1572222.6330482 1583366.00252343 1590099.20934229 143779.576409851 184653.60240822 212846.31531433 212178.445168493 214166.72066871 25527.6431786577 463107.757823462 462653.099644812 466772.531842167 466161.590135699 2107262.01245807 2147998.70566108 2221370.15359704 2272115.27801019
52 7 27 2014 262105.402184741 168127.002294842 212353.356850333 38496.4616286732 236235.738118264 276415.381417133 391079.505605058 108502.194066811 29307.4600893268 155368.564027513 292338.673343363 314572.81148899 325061.041755482 339387.477835218 1046574.61284867 1119196.99137856 1201204.64995402 1227091.68190946 1244784.45685329 1239258.78795993 1238072.3854981 114628.223620133 149796.802014386 200272.980356286 199233.911067743 201187.878014963 24513.7485313715 446000.084763482 440854.535615041 441539.622292229 435687.91934065 1673613.78559463 1669569.32131058 1730519.17656912 1761449.34228881
1 8 3 2014 213395.721178039 144448.387930726 188773.506761126 29735.1703715193 197279.752182892 225963.465965513 331185.769072103 76412.0489748907 20690.982979012 112845.182906757 220999.159452633 236087.173369322 258033.185502485 266029.609973869 1020948.08898473 1112955.12646569 1202928.10919993 1244633.44371659 1267730.45406799 1275264.30109201 1281738.17073795 96613.8873786538 124990.445466196 172106.491732429 171545.658191099 173442.649051168 19334.2146438807 364417.769192124 366721.363197948 366949.08942642 370138.408623134 1685801.99695743 1682513.00581745 1750763.84724573 1792305.81489906
2 8 10 2014 217050.431897483 145618.586189304 162091.18411784 35565.6799890917 169698.009943233 183809.198928538 279664.175095707 57336.9917111503 17419.8812845148 87305.1453350088 163032.327325614 166157.919860881 186200.700180072 185186.730003018 873553.235137102 948214.916798811 1004302.79813269 1039000.37527123 1060842.00520092 1069450.12429696 1079652.65126034 113799.231436489 176759.24717706 241217.714020689 237138.8946759 229732.006990644 17582.6494844165 324858.490495933 318690.78847362 300350.05402035 298073.800908989 1466993.59104203 1471916.96414027 1557249.32918392 1634887.45637092
3 8 17 2014 199627.975421914 131429.515701023 155166.129939003 39966.5563529132 145036.713206342 155033.02112211 241999.041855549 57172.7442738409 17201.8737133167 82363.7787602709 145576.592545689 147182.558271164 163923.337880738 164464.49530887 765928.026315017 824276.545223673 888894.531252068 921596.952940472 942363.325570822 943387.099540224 952894.526368905 87178.7005959214 161398.100352038 376065.999286012 375544.811237106 376642.522048933 21049.893750008 479670.393272912 465949.958475054 435014.052753065 424093.214613904 1473217.98861573 1415541.64027153 1481092.29186415 1511875.44535676
4 8 24 2014 240856.291120885 154576.074378981 219485.574929924 68550.2683435843 163988.380125831 180899.586286912 321775.657747843 80549.5687685381 20519.0068645402 113657.470491381 179475.450221982 182413.141325506 196327.029726488 194199.764982944 954896.284340825 1003051.0034849 1066905.93343787 1062310.16635335 1063473.09076953 1046101.2753241 1045306.83462906 123015.635565144 152500.4762897 236895.972103466 236837.937342092 240336.726247547 21880.6749118216 387708.360639094 391127.34602461 380736.843900094 384990.293250209 1477306.81118831 1452491.60609227 1524696.51924217 1578742.38575345
5 8 31 2014 199426.07447545 133044.953036801 157255.657431291 37894.4246169962 126906.843962823 141053.734917 233669.369197775 57933.4497522023 21121.3485068985 86343.602441771 185823.200123747 191060.657586163 211193.874423541 209056.029684056 865879.194089392 948275.964746693 1013128.28174047 1040165.68636076 1052729.08434939 1061394.32337219 1071511.97608724 117296.278151909 248042.774738894 328754.615286354 324974.137397646 319625.021508619 21268.7049273089 408436.153410339 396967.170219218 369851.52539505 361583.889345636 1514159.81450679 1470833.70096421 1526549.23986499 1561263.21150981
6 9 7 2014 97092.4852962415 110623.324458816 280016.967951444 50623.4308648996 119060.684256328 125680.497035324 198356.285614626 47931.4925688565 13285.2459623238 60033.6733787347 101734.240873597 103459.632817809 109919.23640974 115521.950320107 596031.967633127 621723.211992395 662733.952589077 671040.043172153 680169.500555529 680975.456820076 686955.26628204 75283.9817041685 125030.612730498 246741.506007172 248138.436448749 253017.108614785 15099.3661119542 384943.57058889 396493.225368261 374143.173458661 381673.574420455 1110577.98178606 1171749.74486943 1254397.7310265 1264366.56590932
7 9 14 2014 106183.197798502 128392.92548775 254352.590800736 38891.3589494149 112684.306735665 123201.827790398 188316.448365981 41838.9219645176 12736.4415790624 51783.107553204 98037.9460053144 100956.082194235 114672.367862588 120697.463093976 692120.162459397 759506.467259363 796138.15446048 813206.334508049 822797.751448125 827234.014948476 833761.539023028 54445.2676972391 81492.7621485754 205547.939457236 206473.708575855 210103.236613233 12136.5368382832 301115.994437827 302563.204665265 278114.35499171 278634.070811635 1114926.40189799 1099639.07924016 1153869.965621 1129660.11976795
8 9 21 2014 96426.8733359479 115103.586472869 198270.885153003 21520.3033875409 106895.567288866 111197.704426188 161356.980925953 39120.2372811603 11027.1113541546 48843.6114760778 93949.7093557936 96233.47196424 107121.046559244 112226.100839666 525974.651637926 559189.856131779 582717.387496242 593084.744798057 600340.852964181 605347.523918132 612626.538643127 58595.6644601409 76809.2243929722 156434.824259964 156358.765251768 158649.401494709 11259.0371415969 249156.462276095 249572.182781539 228535.443682054 228565.7626105 890432.855004546 931160.432828536 998676.602253475 1011590.75498328
9 9 28 2014 69616.1759997227 84809.782244033 181638.830207477 22516.4441767044 75326.1981412102 84503.8135589619 134598.400566644 26812.2842639486 8549.85728330686 34602.4875320082 76024.3011241091 77846.9796248985 86212.6197211075 91030.2710675414 476866.857715327 514813.641270531 571955.018594892 586390.712467616 594751.491540844 594559.154312808 598921.529329953 70084.5891298169 117272.522625207 187556.287481794 186540.897792942 186472.844664017 12468.4152788987 265666.967798327 260905.768896217 234797.443866012 231035.049027503 852111.388419057 861938.98119581 925233.362502217 917885.189888468
10 10 5 2014 55340.5669895174 73828.8150539036 123071.231169741 15791.4877114171 73451.9221806538 81779.4824987443 125995.536609789 52161.4653591174 12568.5285063568 51830.5949416175 91257.9680254139 96318.4836437048 101576.734066283 105588.224832453 349855.115729013 388571.981154621 444181.316474646 450382.870226076 458005.765764786 464596.358451753 469259.589601876 196597.070705434 300565.657224286 430068.81811065 423823.440076198 411384.446320835 23549.1727535762 470933.832665787 451998.187140418 384038.38153588 365159.063597745 864577.490698128 853795.05056722 923073.18087331 912578.708685177
11 10 12 2014 46119.678831583 65557.2581515775 68524.3506338362 8687.35462442034 69085.1150291248 73060.1608407818 107268.982215428 33578.5661111493 9733.33393120761 35301.2111163379 76525.8979254235 84729.5001823958 112554.094939487 123515.667916313 297139.275672521 342598.985219756 365095.435709804 362987.920845564 367219.65867975 372603.139196215 375453.376702283 65458.8555308159 128141.996707962 400881.489486898 404710.876239973 416920.847765771 11097.7864289668 554453.027441547 574430.479283835 522669.052280446 530222.482667529 927210.437648491 980629.891777429 1068482.95974707 1062865.79762814
12 10 19 2014 46634.5086567206 62044.0972279505 98598.3017804975 18044.805136209 73247.7569895008 81949.6254196382 137860.655570096 44325.6938373964 12527.3376079791 44868.8485448546 84921.576460677 92303.9949936166 104841.311536177 111449.513316184 279613.601640978 303836.535564062 344188.346092792 333530.699464191 336679.07004857 333955.882771423 333769.033844394 50823.7741583375 78101.7852568194 181204.802437613 181133.822313809 184374.795788568 22059.3346735074 325193.204855259 328823.153728382 295610.869652514 296129.001783353 668645.718140709 721685.584412159 811400.504929058 845276.993267087
13 10 26 2014 63276.5329102284 84155.4084046689 202256.698829584 36391.5641166793 95839.3000015964 117299.792064105 242275.749980057 72074.4106590987 16617.6490699399 63703.6945659568 95636.8866170067 103458.020997122 116810.916256157 123537.636353288 461567.749918429 507517.275918257 585854.884075693 563542.820097137 572707.606281888 564711.541753819 565881.192419544 45967.274104087 71773.6251610363 208701.60197987 208509.840689855 209887.094581211 29925.8419227935 335401.320467978 322600.032102559 277785.664030537 268328.297664391 889133.158047321 873907.418180972 959876.802007904 967478.063953359
14 11 2 2014 54174.3779779886 78952.5320554342 184543.401649235 24767.7494750396 93622.8578432423 133732.283692532 253827.917487757 86489.8903076253 24177.7322551896 91209.0074955193 142134.448843972 159353.299866696 197782.259412266 207238.469471227 748588.958586979 854291.086081741 949961.651137583 949449.535100201 979855.880057464 982894.537556692 986103.991214693 57486.7626015167 77592.0298478032 201120.951057627 202443.666998139 208326.579213265 46121.1302922105 467629.59973109 478785.166715977 436038.06156471 437617.584379351 1486480.97101096 1457903.08505214 1561142.52053266 1561121.31015863
15 11 9 2014 48329.1111809963 68669.7585051936 179833.220848509 30441.5861763137 114040.772418851 136664.748567264 256410.445738724 190929.173160968 60520.9684238365 200108.087277737 170469.892929688 180396.069458171 212304.519261184 206385.830619484 703436.898419018 739882.698464774 813035.118045983 818560.719739899 849883.274160447 852690.56898302 863143.957925551 52929.1055746319 67496.493940231 267590.983337759 266675.859480459 267519.10489242 72060.020992654 487573.783193403 481047.284463889 422946.18230496 423070.477815345 1314894.40194951 1349351.29144473 1420425.51302276 1516674.32824501
16 11 16 2014 38793.8777675846 58054.6812138481 114961.212499563 14221.8497193883 97359.6372964693 112292.942259239 214663.71772751 107405.257390486 45242.2432791189 128211.318165496 152454.300002599 167288.792628403 237698.96718768 239772.282935788 787740.540624122 877711.960371491 939102.079903218 965210.639267173 1000306.88544707 1008877.67636245 1015756.41486454 50331.0362931997 54755.9015447687 154803.604911534 155027.689453295 158580.557541117 44230.5672330986 371540.290958312 383483.065733448 353152.644136891 367739.751443605 1347160.16616591 1357530.08547879 1401162.82800804 1460198.77538416
17 11 23 2014 28674.3554744491 40838.3340336089 43773.2718459466 6957.46613855884 63882.4458345074 62864.7237676149 106921.319536556 65184.2233226651 32397.6657670919 71873.8398866437 82438.5718674507 87853.1666652314 127231.069720934 128870.901643804 388420.709732943 441035.442469845 469384.616217143 502525.537010635 538020.28058856 560575.172811785 576853.220958633 46550.8283631809 50922.9806169162 154117.522967209 153522.268782452 153702.876295824 26307.6155294812 265465.450705359 263741.307092071 232846.220130363 236006.578397027 875262.64289181 962922.236857809 1038079.47916232 1141507.21258234
18 11 30 2014 29837.9393717476 41913.7341923453 65689.5326533365 9037.38571281398 76272.6822777361 101281.162780182 134645.731671596 102999.033748528 49468.9618127892 111891.125172907 111506.69548941 118684.783977965 141003.045015494 136569.147773909 416532.020828301 435519.658508441 469691.815110209 485527.429995225 539437.841853826 527928.964363828 535831.655461861 68949.6225107871 84691.4225030691 366188.101127427 365161.559373158 363291.764712501 105439.61947988 638480.808288327 605185.77234555 525049.60372523 505120.911678554 996390.126134415 919983.132163951 1014445.89673226 1093541.89991428
19 12 7 2014 21193.4282819483 29211.2265618302 52137.3803496877 6713.74399377781 74175.2844914483 202526.612053948 333789.887837063 117697.326836477 40235.3287405519 145776.362476205 293590.50642264 350679.182864341 417954.553085435 412503.882062899 1037318.22587988 1083017.64429146 1174304.32137659 1147694.77905448 1217834.19975198 1186091.11849563 1188880.75708216 71757.9221262298 119458.483559803 291068.721395654 289273.176729487 299942.303086765 92006.4891930622 754657.67495318 773628.611592569 750030.702913547 765464.998416213 2219912.85192906 2248639.9662525 2263081.223228 2351726.50915682
20 12 14 2014 28019.5250544927 35240.771950867 73561.4198542928 21978.1572020567 96966.8389280621 164103.720130957 253942.132812938 233868.515788385 79633.4569195192 222072.861154274 228928.873998451 251341.689423778 278274.149283222 273350.236040302 763169.59169836 799179.964107049 893065.038555105 907348.3872955 981681.131093076 981482.182852565 1007883.90296189 59368.1162316074 74200.3347171082 263546.372634674 264159.569480878 278105.986548693 99258.8026611195 684420.098070864 681115.285441743 656585.979758428 652087.380537136 1986857.98453156 2043076.08874163 2084115.49674577 2233867.25826097
21 12 21 2014 26966.0784031155 39787.947129808 82045.116751786 9742.66400145981 88861.4340590925 177563.794342649 305759.981063085 164700.852214139 61905.6392471297 204129.430216441 318895.696792794 363743.201847693 440499.666249992 435275.073465646 1069767.36341923 1124740.69889514 1224841.5487296 1197192.37675162 1249606.70272995 1219304.45507615 1229498.59461681 53608.1826175793 79249.98187677 245957.437560522 246870.0017064 257989.218942935 70233.43947101 647166.828554286 657774.228395254 640076.348252318 644326.74267956 2070801.40447404 2086038.81242937 2073346.9718656 2168358.1744829
22 12 28 2014 21948.1880229064 30047.6553961668 62107.8883016792 8049.64039399057 70760.8987483072 123834.28921995 208983.650553287 100381.72125074 39063.7931177394 123610.614055025 203038.703209739 229863.037365442 293268.211845906 290073.545928307 840780.052009797 896334.284537764 1000755.24081957 1020245.14005849 1105268.30049736 1112802.57921349 1166006.65101387 47237.8427583196 86116.2817086755 537015.605295711 534578.327554385 549225.064618743 103084.901026138 1019219.00195993 995836.225671855 941520.010971841 913409.243566354 2510557.70128656 2554375.83603348 2736073.72403762 2902824.48322234
23 1 4 2015 22609.394463975 26803.2660807481 43571.7966026761 6456.64295679796 61970.1688151537 94052.9981152492 151152.530954231 65330.8146993074 29380.7576446511 80600.9932562748 143447.935129848 158999.130568389 227158.659290011 238724.363489785 641261.754339183 699239.824513371 799598.195285807 830664.712190524 885215.548389263 896353.200757934 907054.442019983 45061.7881686063 56517.8877819229 309103.374800276 312879.188177572 325191.469669062 59281.6266358902 681272.422890393 708443.637636726 695387.639537417 726141.57336794 1856771.41770662 2043968.0520582 2148703.7336537 2311536.63178083
24 1 11 2015 24125.3672544597 25725.2342952011 40944.7726676668 7061.68666777008 60433.4482575111 87907.3904237604 131398.913761723 45699.8607667204 24541.4865980946 63045.8471549614 146937.588088106 155154.354099515 204623.45961401 221444.073929734 612937.833999183 640361.359048362 739606.276444227 761745.511422276 814961.193910556 801866.034757519 784721.079935001 45040.6022980807 67233.7419354322 356416.742523785 358220.90512667 363944.502357233 102880.567903646 792600.488819994 774623.099129159 724287.873291039 717092.849514007 1604776.59741507 1590750.17316479 1658323.33757 1724334.3785822
25 1 18 2015 23831.629209012 25402.135810349 40226.676680689 6016.32121037117 58330.700488035 80477.3494587914 123280.704786103 44743.0890217744 23970.8815650352 60023.3252424603 132540.529289675 140150.723315857 198085.018776909 219102.823503868 610097.568753628 668297.284097581 775387.708968648 805627.275318178 858842.118426636 871442.097575571 863263.685304825 44113.3039090426 63119.7087587671 359641.488103102 362462.623287522 372560.013730523 64472.3914743251 745881.174151209 762219.887566418 725740.88900452 750462.49830137 1723283.66945035 1836350.43814461 1917848.73494315 2021220.09280066
26 1 25 2015 25020.8515723161 26612.3718737844 45341.2264000696 5231.93444074641 65522.3802826876 89100.0875109862 130945.743084951 51319.5477605104 26579.4526883823 66585.2360380551 139325.953641397 144856.584841006 189659.934794366 207160.322919035 567251.465486119 605247.978936732 704153.5990413 723803.819061241 764800.250346455 771116.889508388 820497.673613796 43473.2100023971 67167.98226652 365381.608141665 366516.295617232 374565.956157517 64945.9858023669 739229.42052532 743073.0920278 729866.017075358 740861.450937062 1668575.71002624 1704305.68198706 1821644.83783922 1957856.42089499
27 2 1 2015 38565.4254547352 40211.2550956661 70853.7822877354 10764.0381859406 125193.914693374 198079.503916049 236610.136926299 301716.478982393 154345.32873689 349868.641544389 504538.657455495 509943.701738203 505123.799694643 499974.24705689 785661.016469179 768673.308377704 882523.329319976 886061.62445597 923300.736987765 906698.640495335 905771.232420532 47799.9072239769 75799.307881643 379999.573971105 379777.854851322 385832.839648289 142217.600889408 890515.944608226 875609.094877071 818457.366871038 801833.735811603 1787588.5708345 1762081.79388543 1811704.42439013 1921375.23541972
28 2 8 2015 23327.1987648108 26888.9502976666 63181.93009662 8013.15555440113 69701.7982915586 144400.558940924 192701.451893945 169047.898557219 79407.5782295688 164194.29734196 268241.179041341 304716.276021556 514649.958847966 547368.61000905 1187645.35465246 1245243.3332862 1307276.38913664 1345984.11523883 1412527.49329387 1408720.68128648 1380009.13586259 54764.2896129769 80614.0706403063 485448.089243834 485847.923084894 502430.221473309 114657.918737033 917761.398137463 918409.061449081 974331.563839328 903501.34059871 2409590.48547865 2455917.99036693 2484205.84531499 2782915.9551635
29 2 15 2015 34694.7826118528 38378.6460459699 153053.454399754 21811.3776557905 144033.532131692 427597.506303234 573377.779928095 463051.784745249 245656.908637949 533477.391859488 747089.221602283 809567.129876486 1021367.37926984 978823.269012309 1988286.34725754 1890781.14194022 1937898.61405952 1847979.33596478 1894401.93516773 1796451.9596046 1750920.28544121 87233.9529456179 152489.573222122 955384.692571423 961947.547216619 1006460.29695089 358631.273475716 2163218.44865548 2131759.26900056 2178284.51060691 1962581.88155143 3726602.82545408 3524961.13098351 3464821.33078496 3782869.23949836
30 2 22 2015 26468.502024437 30867.6477772129 73578.3455499929 5424.38558203699 97017.0897962679 294550.961532142 417389.705775691 173156.583577333 91221.0274329098 230060.414120022 459530.399005741 523811.992504174 899588.448700314 925760.67572822 2003876.56810999 2128472.30309621 2236720.9746437 2328217.51667815 2429088.63679297 2457053.85675371 2413578.76019415 56622.0619109645 78639.3294262169 604818.427676549 612917.480618112 646730.295692984 180248.625626139 1458649.10938695 1498983.47607034 1588474.54392791 1502857.91669995 4265871.05146373 4527272.68686735 4482763.68645177 4996354.07006615
31 3 1 2015 22659.0263108674 25931.3575724136 46392.9879899214 2192.64278039955 67618.2859173105 156082.366469613 233665.4166463 73617.1975208362 39960.0281433762 103210.307870531 247852.69270135 271609.812158239 492434.066222558 505766.852754539 1096338.63815793 1167910.66595661 1240989.00712632 1319508.9199584 1402386.20360164 1434230.13071135 1416844.3222162 38140.7355895861 57316.2758444506 455156.333325371 460494.985235899 482978.942745251 104436.465673681 1032584.37800951 1049967.99462241 1086537.73335422 1026710.12857881 2732375.13667445 2983593.80886597 3031065.74822458 3453545.85643352
32 3 8 2015 23132.1190495478 28472.4037296808 44403.0365058539 1303.40656845135 47202.7301749864 78978.9739758574 135080.40033166 39652.6528918104 19973.2959426861 61039.10208409 174121.330955778 179543.484736496 252862.337871299 276930.765813564 638415.830582888 688651.553021106 729028.98090687 776455.690347041 831170.834491465 845916.562796931 857715.250621171 19434.5317434734 36193.1219355137 325917.764989318 328106.325092704 343933.66118911 56794.8419990395 851406.504824118 859026.106641932 812988.41270736 832674.608113655 1799763.8284668 1954274.51853683 2060713.53210856 2129395.16968763
33 3 15 2015 41951.8762511927 48273.5588248805 117923.998559988 16843.4568199414 116239.051356337 205596.934740665 287498.341958517 237183.97037879 95169.5907564448 281234.135293302 402191.159197313 390886.199214413 371313.977166128 382362.376871594 838766.975294968 832845.846372731 934911.466915765 967929.590372619 1010253.36595668 976371.067511279 961520.067160005 48692.6407197152 64484.7395321231 312565.820874616 315279.570590678 330337.087554643 107479.904910937 1034174.84139544 1010049.3409256 914707.093702167 909596.883258995 1838322.13000647 1806233.6218201 1857005.80701676 1855243.57591353
34 3 22 2015 43452.985485708 55719.3146291873 195744.825645191 19177.3009865713 208625.74612883 491602.532166841 747510.272999491 404462.754039325 174789.850348302 556277.975963425 970069.077092163 1008419.47270041 1093142.35457614 1152529.87960349 2360574.9835934 2360893.85612284 2461864.60479624 2410483.16773509 2446139.0601817 2357315.56177625 2341838.06255131 165135.162306505 181628.523963153 416421.912274693 417974.513796321 436503.435413933 206980.058552752 1823354.86040706 1817412.89650483 1711813.35549725 1721517.90890395 3818633.28907484 3512484.32754491 3449020.47986798 3245369.54691468
35 3 29 2015 41531.9554736838 50725.8579451056 231445.036094521 23867.2097665247 146761.940679817 333778.15132103 569185.60963188 201609.288130576 83260.8663171211 277770.977435195 559915.86109376 594060.65160969 777019.338246493 862187.901143084 2329274.62055719 2550380.03712397 2696770.17915045 2796121.81230119 2890131.66811677 2935312.7610031 2985120.88084042 94445.2424931359 178968.594541415 565078.348009862 563453.599439014 583816.256819274 126732.553257704 1629440.93820966 1625875.57316335 1556834.61153561 1583026.07961909 4839874.98799477 5009439.02355304 5040707.66036998 4946872.45715642
