"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1982-01-31 1 27 31 1982 276094.4789 2337698.03637963 0 226094.4789 539156.816487047
1982-02-07 2 28 7 1982 340517.6766 2885148.36501406 0 278017.6766 738227.784722701
1982-02-14 2 29 14 1982 316251.441400001 2276175.49963701 0 253751.441400001 530135.376136776
1982-02-21 2 30 21 1982 549567.7274 1165630.18458905 0 487067.7274 1330844.84529342
1982-02-28 2 31 28 1982 666743.9624 652939.895020196 0 604243.9624 2106749.62053341
1982-03-07 3 32 7 1982 622133.7172933 2296882.52044156 0 559633.7172933 1318915.98073749
1982-03-14 3 33 14 1982 565480.607249001 1256213.82791523 0 502980.607249001 1011137.82252749
1982-03-21 3 34 21 1982 585273.0698861 1290109.72569749 0 522773.0698861 1093591.38056749
1982-03-28 3 35 28 1982 517891.569934 1232571.83166856 0 455391.569934 949220.552291493
1982-04-04 4 36 4 1982 674301.87505544 2200291.46924573 0 616801.87505544 948267.474210041
1982-04-11 4 37 11 1982 549782.84433092 915805.007807542 0 492282.84433092 742123.437495041
1982-04-18 4 38 18 1982 773800.841978 1337908.32292742 0 716300.841978 1095183.19137742
1982-04-25 4 39 25 1982 662183.178968 1426156.54433947 0 607683.178968 1188936.75524825
1982-05-02 5 40 2 1982 51986.701337751 1798721.15507823 0 743641.487910144 1699114.27503819
1982-05-09 5 41 9 1982 753329.003511403 2005355.1641 0 1038674.21693901 2545206.05135926
1982-05-16 5 42 16 1982 1021032.1805191 2187715.67337534 0 1021032.1805191 2233656.4813844
1982-05-23 5 43 23 1982 936276.35111955 2392139.53927534 0 936276.351119551 2784028.12639862
1982-05-30 5 44 30 1982 1212110.36812295 2517876.84104138 450490.727308959 1212110.36812295 3702511.93332026
1982-06-06 6 45 6 1982 1281206.95998964 1954470.2667577 1667493.15706306 1281206.95998964 3852760.39031324
1982-06-13 6 46 13 1982 804513.073145059 1557084.74946542 2152400 804513.073145059 4131921.95635292
1982-06-20 6 47 20 1982 841500.0183804 872063.539675592 2152400 841500.0183804 5363713.29127679
1982-06-27 6 48 27 1982 1013073.1238424 1040863.42057535 2152400 1013073.1238424 6170397.66689136
1982-07-04 7 49 4 1982 939742.588431001 975522.630432414 2152400 939742.588431 3274386.9474279
1982-07-11 7 50 11 1982 872180.2956748 7.27595761418343e-10 2152400 872180.2956748 4921400.34750747
1982-07-18 7 51 18 1982 346956.266253 1.19325704872608e-09 2152400 346956.266253 3881770.64224255
1982-07-25 7 52 25 1982 242770.433742 4.00177668780088e-10 2152400 242770.433742 2244332.00747218
1982-08-01 8 1 1 1982 293627.7413609 240301.422847098 2152400 293627.7413609 1640187.19631151
1982-08-08 8 2 8 1982 305031.147128443 5.82076609134674e-10 2140235.27337168 288302.601839 1631628.86193774
1982-08-15 8 3 15 1982 297134.281295602 39087.2890451198 1980401.96800008 204643.949104 1171240.02743722
1982-08-22 8 4 22 1982 288454.675299954 233844.757938182 1657340.55049738 160673.552781 1591449.44889601
1982-08-29 8 5 29 1982 132827.316516 327116.533906786 1286414.38561395 132827.316516 801772.233424215
1982-09-05 9 6 5 1982 103843.501511 822558.881757656 454788.668162826 167120.6788976 786762.160074125
1982-09-12 9 7 12 1982 103141.079624 751579.76578299 842390.506834771 150376.5101639 865647.122032893
1982-09-19 9 8 19 1982 111419.08164 703609.57405202 983974.604136358 210765.1601482 1136685.40528243
1982-09-26 9 9 26 1982 326759.363773 120855.993298266 1029625.10379459 353900.6773383 567994.455168665
1982-10-03 10 10 3 1982 305797.6124609 42291.9117399686 1104304.35221733 305797.6124609 883659.33775983
1982-10-10 10 11 10 1982 344463.641633564 322809.368227476 1159039.86907179 344463.641633564 709209.143964248
1982-10-17 10 12 17 1982 232969.850759134 368398.287258422 1133247.01472435 232969.850759134 417109.370688371
1982-10-24 10 13 24 1982 181848.209138735 536381.972460909 896505.775999966 181848.209138735 312809.839417154
1982-10-31 10 14 31 1982 290316.04904763 687657.631317477 818797.94516466 290316.04904763 487671.748764876
1982-11-07 11 15 7 1982 430845.1986 744627.483448588 674739.31236711 430845.1986 457939.803430584
1982-11-14 11 16 14 1982 246523.4031 1532658.77823995 417686.255628143 246523.4031 396028.879410584
1982-11-21 11 17 21 1982 268063.6335 1126067.62825288 358775.058883306 268063.6335 357602.803255164
1982-11-28 11 18 28 1982 305442.3856 648776.12522478 375074.44570389 305442.3856 432813.386820584
1982-12-05 12 19 5 1982 262477.7662 2100001.61354631 791300 262477.7662 1227910.98278097
1982-12-12 12 20 12 1982 265179.9557 1488962.3373625 691850.212308954 265179.9557 474343.112100965
