"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1989-09-17 9 7 17 1989 122498.79513 150725.987905967 654908.711442266 122498.79513 358201.457188081
1989-09-24 9 8 24 1989 99649.72227519 294842.175212699 504936.704743114 240238.350651 257729.886693432
1989-10-01 10 9 1 1989 126110.3148137 271259.655524763 285095.909654595 120275.752464 291508.233696668
1989-10-08 10 10 8 1989 109811.056032878 378986.83525246 119312.054443485 242464.003339862 283018.684940979
1989-10-15 10 11 15 1989 111418.776369617 785957.077335762 31452.8493973548 204542.042624191 138882.360219331
1989-10-22 10 12 22 1989 134138.460583379 1301398.1960216 0 133818.406034073 372242.1079639
1989-10-29 10 13 29 1989 111110.16595 1557436.75230835 0 225865.591956178 349975.48947769
1989-11-05 11 14 5 1989 105441.7272 1869919.12279284 0 213994.407036148 412136.733486344
1989-11-12 11 15 12 1989 133307.70283 1154412.53613964 0 131403.971 237788.894890584
1989-11-19 11 16 19 1989 133800.1039 2339029.31787921 171841.769513819 132984.4115 921137.464947048
1989-11-26 11 17 26 1989 126839.56255 1150729.44803 68033.1779 153453.0424 741129.231810584
1989-12-03 12 18 3 1989 106793.2922 990668.279297501 99415.5251500001 234376.9718 551860.120056192
1989-12-10 12 19 10 1989 116914.65931 2802392.74655503 970034.2151 202827.057 1511435.96520619
1989-12-17 12 20 17 1989 123379.91098 1591656.26460061 990000.09609 175808.2002 900242.146606192
1989-12-24 12 21 24 1989 132161.01295 1713074.88146721 1004082.13759 152739.1946 593525.468966192
1989-12-31 12 22 31 1989 131823.39273 702954.888476454 750301.755046939 154576.605 501226.444536192
1990-01-07 1 23 7 1990 137021.38697 2156775.68254476 850691.878057607 125064.631300001 1105441.07256635
1990-01-14 1 24 14 1990 211002.951660687 1425843.8358202 792430.67166731 183291.5604 872320.698472651
1990-01-21 1 25 21 1990 307334.3091 1576457.17691606 699914.362004505 257334.3091 910721.040347703
1990-01-28 1 26 28 1990 214050.9299 1025993.1956126 603556.408066234 164050.9299 676229.561393315
1990-02-04 2 27 4 1990 201335.2305 1067419.56860657 371224.983026767 151335.2305 621213.795485822
1990-02-11 2 28 11 1990 262933.036300001 2173117.73407146 599300 225433.036300001 1071587.72209342
1990-02-18 2 29 18 1990 293497.5 1223429.99203156 511904.978580657 255997.5 762054.750933415
1990-02-25 2 30 25 1990 262445.8427 1279592.95681525 252473.972877603 224945.8427 655434.841183415
1990-03-04 3 31 4 1990 280845.751576088 1312452.79165395 33544.0076508541 243345.751576088 603370.679559719
1990-03-11 3 32 11 1990 250800.379907871 1341395.51906094 0 225800.379907871 687238.709848973
1990-03-18 3 33 18 1990 248711.010530514 2828016.92174395 0 223711.010530514 577055.216201234
1990-03-25 3 34 25 1990 286199.127121 2637762.22538262 0 261199.127121 678414.734521073
1990-04-01 4 35 1 1990 362540.266269 2719085.69867319 0 337540.266269 835183.210408055
1990-04-08 4 36 8 1990 386920.535716738 2206918.68082062 0 336920.535716738 1307875.04370978
1990-04-15 4 37 15 1990 507873.04441789 2459376.33307695 0 457873.04441789 2139722.15754385
1990-04-22 4 38 22 1990 382511.154257 1828149.64320041 0 332511.154257 1419073.01117837
1990-04-29 4 39 29 1990 603769.398429061 2735638.84902718 0 553769.398429061 2300515.11889988
1990-05-06 5 40 6 1990 291430.43516 1790039.25 0 431430.43516 1695768.32861825
1990-05-13 5 41 13 1990 56835.842330859 1790039.25 0 190400.90918 1508532.46112615
1990-05-20 5 42 20 1990 57680.237527502 1790039.25 0 186801.81085 1496267.69869168
