"date" "month" "week" "day" "year" "shortfall_1" "shortfall_2" "shortfall_5" "shortfall_6" "shortfall_7" "shortfall_8" "shortfall_9" "shortfall_10" "shortfall_11" "NumOfLowFlowBonn" "BelowFCC" "FirmEnergySales" "NonFirmSpotSales" "MaxSystemEnergy"
1979-12-02 12 18 2 1979 751715.778199022 3236760 0 0 0 0 0 0 75193.339456651 530124.20940609 0 21983605.7630342 0 628103.021800978
1979-12-09 12 19 9 1979 515379.492148785 1817800.38 0 0 0 0 0 0 70250.5069467474 0 0 33276351.7747925 0 950752.907851215
1979-12-16 12 20 16 1979 916090.5142729 1811266.92 0 0 0 0 0 0 66678.9080559538 441190.348215089 0 22272442.0004485 0 636355.4857271
1979-12-23 12 21 23 1979 1048685.38670351 1804733.46 0 0 0 0 0 0 72112.1404087679 439684.733287141 0 20652597.4653771 0 590074.213296488
1979-12-30 12 22 30 1979 1115308.03001737 1438560 0 0 0 0 0 0 71199.410270045 467879.5520057 0 21341780.9493922 0 609765.169982634
1980-01-06 1 23 6 1980 848996.5460646 719280 0 0 0 0 0 0 69964.7887891486 0 0 30780165.287739 0 879433.2939354
1980-01-13 1 24 13 1980 965299.392151129 719280 0 0 0 0 0 0 70888.8297440745 0 0 26827048.0747105 0 766487.087848871
1980-01-20 1 25 20 1980 981769.771403488 719280 0 0 0 0 0 0 61840.210512308 0 0 26368067.2008779 0 753373.348596512
1980-01-27 1 26 27 1980 989328.332852056 719280 0 0 0 0 0 0 56199.3397391767 0 0 26220999.950178 0 749171.427147944
1980-02-03 2 27 3 1980 980531.425102527 719280 0 0 0 0 0 0 68979.5194952964 0 0 26646374.1214116 0 761324.974897473
1980-02-10 2 28 10 1980 925980.813148796 959040 0 0 0 0 0 0 63857.7772993558 199341.638087587 0 24632572.5397922 0 703787.786851204
1980-02-17 2 29 17 1980 844315.149917702 959040 0 0 0 0 0 0 63336.6175138504 232728.146178918 0 23567797.7528804 0 673365.650082298
1980-02-24 2 30 24 1980 651830.7117276 959040 0 0 2525.5135379213 0 0 0 39163.3474062429 225031.982780349 0 26381680.089534 0 753762.2882724
1980-03-02 3 31 2 1980 457284.331594439 959040 0 0 0 0 0 0 17038.0917569069 0 0 29267730.3941946 0 836220.868405561
1980-03-09 3 32 9 1980 0 1877653.06438737 0 0 0 0 0 0 28078.6460501526 0 0 41842500 4135918.93880588 1355806.93561263
1980-03-16 3 33 16 1980 0 1927467.11661725 0 3909.75293598933 0 0 0 0 43980.4429888474 0 0 38367000 2850716.39127493 1206692.88338275
1980-03-23 3 34 23 1980 204958.771774601 2037960 0 5416.55022772803 0 0 0 0 47313.4412032703 0 0 27683051.487889 0 790944.328225399
1980-03-30 3 35 30 1980 311031.057059616 2037960 0 7346.46384383305 17703.4603101173 0 0 0 48447.5280395046 268257.059761392 0 20498497.0029134 0 585671.342940384
1980-04-06 4 36 6 1980 356631.959578991 1918080 0 41708.6798649585 25625.978751216 16383.9579588943 0 0 56094.3109762143 205214.073417969 0 16794075.9147353 0 479830.740421009
1980-04-13 4 37 13 1980 253214.822370224 1918080 0 36995.7731714798 19876.7471602123 8078.64853310461 0 0 53185.9838665179 164907.234437189 0 18305286.2170422 0 523008.177629776
1980-04-20 4 38 20 1980 127498.472207522 1918080 0 24338.1809360437 15174.019370833 0 0 0 45496.8195392297 0 0 20596968.9727367 0 588484.827792478
1980-04-27 4 39 27 1980 0 1266367.26560916 0 0 0 0 0 0 0 0 0 22974000 11926343.0393523 1308112.73439084
1980-05-04 5 40 4 1980 0 734883.589345405 0 0 0 0 0 0 0 0 0 24662400 13835747.6989972 1528196.41065459
1980-05-11 5 41 11 1980 0 768761.25548675 0 0 0 0 0 0 0 0 0 26350800 13266602.9078226 1542558.74451325
1980-05-18 5 42 18 1980 0 778436.325112291 0 0 0 0 0 0 0 0 0 28039200 13104061.7381135 1581123.67488771
1980-05-25 5 43 25 1980 0 935576.394750012 0 0 0 0 0 0 18104.6238011333 0 0 29727600 10464108.5681998 1472223.60524999
1980-06-01 6 44 1 1980 0 893269.420863029 0 0 0 0 0 0 0 0 0 31416000 13968582.1618764 1562770.57913697
