"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1989-04-09 4 36 9 1989 14173052.03 1249268.69959 277686.5879 150229.04936256 3480010 2215372.30311 3921900 1856219.82975858 870000 2282500 3976880
1989-04-16 4 37 16 1989 14106153.13 1360069.238 277686.5879 197205 3476630 2245685.36614 4061009.19968952 2020152.97571693 820000 2255000 3948750
1989-04-23 4 38 23 1989 14153121.0044549 1571330.94617455 310490.436058599 221103 3561383.3483061 2375983.54484 4904970 2142950 770000 2227500 3920630
1989-04-30 4 39 30 1989 14283312.8808181 1937090.13227455 353400 245000 3743040.75467272 2492021.78044 4904970 2142950 720000 2200000 3892500
1989-05-07 5 40 7 1989 14604260.009108 2447859.18984149 441791.6849 267000 4047654.48399568 2685817.09645672 5115795.06362084 2334956.57607707 980000 2275600 3962400
1989-05-14 5 41 14 1989 15037563.3607123 3148435.87814149 547422.8155 289000 4463035.28206089 3048375.68200129 6029027.64790047 2605987.86491284 1090000 2351200 4032300
1989-05-21 5 42 21 1989 15415345.3944858 3665550.37228568 553400 311000 4806133.07127475 3251932.20910129 7223239.10942916 2798234.3291741 1200000 2426800 4102200
1989-05-28 5 43 28 1989 15686670.8562396 4032633.05758568 553400 333000 5140956.76424687 3363254.76410129 7653108.29104399 2927707.15583829 1310000 2502400 4172100
1989-06-04 6 44 4 1989 16158750.4837924 4498791.28448959 673560.1889 355000 5293577.44599108 3420634.61324541 7484760.79966875 3101244.99663829 1420000 2578000 4242000
1989-06-11 6 45 11 1989 17077386.6310685 5371286.06127613 849244.7855 386250 4975000 3166000 8316000 3286598.89034597 1420000 2577900 4242100
1989-06-18 6 46 18 1989 18063532.9333719 5487300 1041364.0971 417500 5408137.243507 3391149.7846 9107300 3421375.38015854 1420000 2577800 4242200
1989-06-25 6 47 25 1989 18697518.7022703 5487300 1152747.3856 448750 5839454.6824394 3484321.96526185 9107300 3467950 1420000 2577700 4242300
1989-07-02 7 48 2 1989 19242637.8230308 5998364.3040944 1261125.472 480000 5827403.16910248 3549947.93418012 9082397.71356754 3397487.42529827 1420000 2577600 4242400
1989-07-09 7 49 9 1989 19359329.8512394 6531757.90838204 1354145.63746294 507303 5558123.34561805 3465504.10738627 8840287.58480577 3128312.15072361 1356806.574309 2577600 4242400
1989-07-16 7 50 16 1989 19670716.0055124 6867233.13953534 1388457.99673481 534605 5079502.17611531 3210011.59587812 8382968.83364423 2834138.89402707 1279912.85378022 2577600 4242400
1989-07-23 7 51 23 1989 19758964.55 7047090.558 1357034.621 561908 4975000 3166000 8316000 2520467.15187303 1191587.74423308 2577600 4242400
1989-07-30 7 52 30 1989 20075520 7327300 1423400 589210 4975000 3166000 8316000 2238000 1083122.57214878 2577600 4242400
1989-08-06 8 1 6 1989 20075520 7327300 1423400 589210 4975000 3166000 8316000 2232683.73246237 1012121.39526308 2577600 4242400
1989-08-13 8 2 13 1989 20075520 7327300 1423400 589210 4975000 3166000 8316000 2227475.30973712 966053.717819078 2577600 4242400
1989-08-20 8 3 20 1989 20075520 7327300 1423400 589210 4975000 3166000 8316000 2219063.83213404 921332.495348578 2577600 4242400
1989-08-27 8 4 27 1989 20075520 7327300 1423400 589210 4975000 3166000 8316000 2233893.94322205 958971.909820978 2577600 4242400
1989-09-03 9 5 3 1989 19989919.6372109 7309180.22167383 1421532.45089153 589210 5129027.25550648 3189458.7375739 9045934.00460178 2228806.04025475 977875.733599006 2577600 4242400
